v,h,year,month,t2m_mean,t2m_std,precip_mean,precip_std
2,9,2100,4,271.4106,3.1222,0.0015,0.002
2,9,2100,5,275.2035,1.8844,0.0025,0.0027
2,9,2100,6,278.0723,1.5485,0.0031,0.0043
2,9,2100,7,283.8879,1.8091,0.0017,0.0034
2,9,2100,8,283.9023,1.7908,0.0041,0.0063
2,9,2100,9,282.2758,2.3949,0.0052,0.0075
2,9,2100,10,276.4136,2.7802,0.0026,0.004
2,9,2100,11,272.1572,2.417,0.0026,0.0031
2,9,2100,12,273.1122,2.8305,0.0027,0.0035
2,10,2051,1,259.4594,7.7465,0.0013,0.0025
2,10,2051,2,257.2176,7.3678,0.0011,0.0024
2,10,2051,3,261.1075,5.8382,0.0012,0.0024
2,10,2051,4,267.6089,4.0894,0.001,0.002
2,10,2051,5,274.7365,1.9352,0.0011,0.002
2,10,2051,6,280.7685,2.4936,0.0013,0.0019
2,10,2051,7,282.8583,1.7009,0.0033,0.0049
2,10,2051,8,282.8108,1.5749,0.0027,0.0042
2,10,2051,9,278.0442,2.9045,0.0015,0.003
2,10,2051,10,272.7616,3.0859,0.0025,0.0037
2,10,2051,11,266.1993,3.6825,0.0012,0.0021
2,10,2051,12,267.2293,4.6732,0.002,0.0028
2,10,2052,1,266.0383,5.4853,0.0016,0.0023
2,10,2052,2,263.9761,7.7368,0.0014,0.0022
2,10,2052,3,264.3219,5.0069,0.0008,0.0015
2,10,2052,4,269.5193,3.1996,0.0009,0.0014
2,10,2052,5,277.0489,2.1207,0.0008,0.0021
2,10,2052,6,282.0145,1.9925,0.0015,0.0033
2,10,2052,7,284.0983,1.7348,0.0034,0.0048
2,10,2052,8,283.8278,1.2955,0.003,0.0048
2,10,2052,9,280.7444,2.6067,0.0021,0.0035
2,10,2052,10,270.7934,4.4406,0.002,0.0035
2,10,2052,11,263.508,5.3892,0.0022,0.0032
2,10,2052,12,257.9308,6.0914,0.001,0.0018
2,10,2053,1,263.3994,6.8079,0.0012,0.0018
2,10,2053,2,262.0289,5.2067,0.0016,0.0025
2,10,2053,3,263.3664,4.4831,0.0011,0.0022
2,10,2053,4,269.0165,3.2623,0.0006,0.0011
2,10,2053,5,274.6115,2.1435,0.0013,0.002
2,10,2053,6,281.3842,2.1959,0.0015,0.0025
2,10,2053,7,282.5453,2.2971,0.0031,0.005
2,10,2053,8,283.6482,2.011,0.0013,0.0024
2,10,2053,9,280.6575,2.0647,0.003,0.0047
2,10,2053,10,274.385,2.6763,0.0021,0.0031
2,10,2053,11,268.2454,3.5767,0.0025,0.0027
2,10,2053,12,260.8339,5.4505,0.0011,0.0018
2,10,2054,1,262.512,6.3889,0.0014,0.0022
2,10,2054,2,256.8925,9.7755,0.0012,0.0025
2,10,2054,3,264.0645,3.8959,0.0011,0.0019
2,10,2054,4,269.3403,4.7356,0.0003,0.0007
2,10,2054,5,276.2625,2.1584,0.0015,0.0022
2,10,2054,6,281.2443,2.0408,0.0018,0.0027
2,10,2054,7,285.0411,2.1189,0.0029,0.0046
2,10,2054,8,282.0761,2.5003,0.003,0.0048
2,10,2054,9,281.0294,2.5988,0.0028,0.0042
2,10,2054,10,274.0219,2.7869,0.0021,0.0033
2,10,2054,11,268.3171,3.5534,0.0021,0.0034
2,10,2054,12,264.7622,4.6106,0.002,0.0028
2,10,2055,1,257.5392,6.9467,0.0007,0.0012
2,10,2055,2,265.843,4.8678,0.0016,0.0025
2,10,2055,3,264.835,4.8443,0.0011,0.0023
2,10,2055,4,269.7324,3.9471,0.0009,0.002
2,10,2055,5,277.2122,2.8534,0.0012,0.0026
2,10,2055,6,280.782,2.4509,0.0017,0.0029
2,10,2055,7,284.7228,2.0698,0.0031,0.0044
2,10,2055,8,284.6967,2.3923,0.003,0.005
2,10,2055,9,280.36,2.5306,0.0023,0.004
2,10,2055,10,272.5641,3.3268,0.0011,0.0021
2,10,2055,11,265.0816,3.9606,0.0007,0.001
2,10,2055,12,263.7263,5.732,0.002,0.0033
2,10,2056,1,258.3495,8.4097,0.0017,0.0029
2,10,2056,2,268.9144,3.2264,0.0036,0.005
2,10,2056,3,263.7401,6.2626,0.001,0.0023
2,10,2056,4,270.8831,4.3997,0.0013,0.0025
2,10,2056,5,278.9829,3.1653,0.0011,0.0019
2,10,2056,6,283.4191,1.5573,0.0026,0.0031
2,10,2056,7,284.0158,1.8149,0.0032,0.0048
2,10,2056,8,285.6991,2.088,0.0035,0.0048
2,10,2056,9,280.9399,3.1266,0.0029,0.0051
2,10,2056,10,274.23,3.4084,0.0023,0.0028
2,10,2056,11,267.644,4.0226,0.0031,0.004
2,10,2056,12,261.2496,6.1352,0.0015,0.0025
2,10,2057,1,257.0058,7.2543,0.001,0.002
2,10,2057,2,259.8984,8.3055,0.0013,0.0023
2,10,2057,3,263.9871,5.013,0.0027,0.0043
2,10,2057,4,267.8624,5.5716,0.0008,0.0017
2,10,2057,5,276.8708,3.6548,0.0011,0.0018
2,10,2057,6,280.3242,1.3771,0.002,0.0031
2,10,2057,7,282.5621,1.3227,0.0033,0.0045
2,10,2057,8,284.2451,2.579,0.0026,0.0038
2,10,2057,9,280.1225,3.4914,0.0035,0.0047
2,10,2057,10,272.7634,2.4734,0.0011,0.0018
2,10,2057,11,265.0674,3.5506,0.002,0.0033
2,10,2057,12,261.6865,5.1217,0.0018,0.0028
2,10,2058,1,259.1895,8.1962,0.002,0.0032
2,10,2058,2,260.7372,6.7014,0.0017,0.0033
2,10,2058,3,264.2214,6.0799,0.0013,0.0023
2,10,2058,4,268.4092,4.3262,0.0018,0.003
2,10,2058,5,275.4485,1.7348,0.001,0.0018
2,10,2058,6,282.5893,2.6804,0.0019,0.0029
2,10,2058,7,286.1334,1.7115,0.0025,0.0048
2,10,2058,8,285.3722,2.2874,0.0027,0.0043
2,10,2058,9,281.548,2.539,0.0022,0.0051
2,10,2058,10,276.2982,3.0816,0.0022,0.0028
2,10,2058,11,266.2451,4.6084,0.0015,0.0025
2,10,2058,12,267.9232,3.8191,0.0023,0.0029
2,10,2059,1,260.1945,5.549,0.0015,0.0023
2,10,2059,2,261.6846,6.9277,0.0017,0.0031
2,10,2059,3,262.7141,3.8687,0.0008,0.0015
2,10,2059,4,269.5535,5.1479,0.001,0.0017
2,10,2059,5,275.4216,3.0249,0.0011,0.0023
2,10,2059,6,281.7171,1.8779,0.0016,0.0028
2,10,2059,7,285.6053,1.3695,0.0027,0.0041
2,10,2059,8,284.6129,2.8037,0.0026,0.0045
2,10,2059,9,280.652,2.5571,0.0021,0.0033
2,10,2059,10,273.7435,2.9815,0.0023,0.0032
2,10,2059,11,264.8126,4.082,0.0014,0.0022
2,10,2059,12,261.5283,6.0973,0.0012,0.0017
2,10,2060,1,253.632,6.9175,0.0008,0.0017
2,10,2060,2,264.4368,5.7459,0.0015,0.0027
2,10,2060,3,261.3206,6.1984,0.0007,0.0017
2,10,2060,4,268.7307,3.6074,0.0005,0.0012
2,10,2060,5,276.4863,3.8033,0.0013,0.0026
2,10,2060,6,283.1247,1.8582,0.0015,0.0027
2,10,2060,7,286.0417,1.329,0.003,0.0048
2,10,2060,8,284.6006,1.6433,0.0028,0.0039
2,10,2060,9,281.1768,1.6598,0.0042,0.0056
2,10,2060,10,275.6437,2.4127,0.0018,0.0028
2,10,2060,11,266.1962,5.0778,0.0017,0.0033
2,10,2060,12,266.1298,4.5789,0.0029,0.004
2,10,2091,1,263.4438,6.3206,0.0023,0.0029
2,10,2091,2,257.5398,7.671,0.0008,0.0015
2,10,2091,3,261.7816,6.2032,0.0009,0.0017
2,10,2091,4,268.0824,5.3709,0.0008,0.0019
2,10,2091,5,276.3531,3.4493,0.0018,0.0035
2,10,2091,6,282.0639,2.0137,0.0022,0.0034
2,10,2091,7,286.0145,1.7329,0.0029,0.0053
2,10,2091,8,282.8317,2.1778,0.0027,0.0038
2,10,2091,9,280.2874,2.4674,0.0024,0.0038
2,10,2091,10,273.8516,4.063,0.0011,0.002
2,10,2091,11,262.6415,4.6032,0.0007,0.0017
2,10,2091,12,260.7605,5.4301,0.0013,0.0032
2,10,2092,1,262.1799,5.0892,0.001,0.0015
2,10,2092,2,266.1999,4.4308,0.0019,0.0028
2,10,2092,3,265.3909,4.2836,0.0009,0.0017
2,10,2092,4,268.4186,4.767,0.0007,0.0016
2,10,2092,5,276.6124,2.6515,0.0013,0.0023
2,10,2092,6,281.6182,1.8335,0.0021,0.0029
2,10,2092,7,285.679,2.2123,0.0021,0.0033
2,10,2092,8,284.5623,1.6062,0.004,0.0054
2,10,2092,9,280.1085,1.7845,0.003,0.0054
2,10,2092,10,272.7751,3.1592,0.0026,0.004
2,10,2092,11,267.4532,3.2187,0.0023,0.0033
2,10,2092,12,267.0175,3.525,0.0025,0.0035
2,10,2093,1,265.2457,3.7729,0.0013,0.0017
2,10,2093,2,263.8939,7.7139,0.0012,0.0023
2,10,2093,3,265.5189,5.7559,0.0009,0.002
2,10,2093,4,273.0523,2.8674,0.0023,0.003
2,10,2093,5,278.1498,3.0743,0.001,0.0018
2,10,2093,6,283.4275,2.0158,0.0012,0.0021
2,10,2093,7,286.3451,1.498,0.0021,0.0032
2,10,2093,8,285.2287,1.3954,0.0031,0.0042
2,10,2093,9,281.6906,2.4534,0.0025,0.0038
2,10,2093,10,272.5742,3.8122,0.0015,0.0025
2,10,2093,11,264.6115,3.8066,0.0013,0.0018
2,10,2093,12,260.3502,5.0233,0.0014,0.0029
2,10,2094,1,264.4603,4.5969,0.0013,0.0018
2,10,2094,2,255.3658,6.0294,0.0009,0.0019
2,10,2094,3,262.3951,5.7703,0.0011,0.002
2,10,2094,4,271.0317,3.3373,0.0007,0.0014
2,10,2094,5,276.9079,3.7211,0.0011,0.0023
2,10,2094,6,283.4553,1.9302,0.0019,0.0034
2,10,2094,7,284.4135,1.8853,0.0028,0.0042
2,10,2094,8,285.3358,2.0405,0.0018,0.0028
2,10,2094,9,280.6957,3.1047,0.0026,0.0038
2,10,2094,10,272.774,2.8739,0.0014,0.0021
2,10,2094,11,262.7869,4.1798,0.0016,0.0029
2,10,2094,12,264.8383,4.8175,0.0024,0.0027
2,10,2095,1,259.1089,7.4628,0.0008,0.0015
2,10,2095,2,259.6415,7.5764,0.0011,0.0023
2,10,2095,3,256.2875,4.9206,0.0009,0.0026
2,10,2095,4,269.5988,2.9752,0.0016,0.0029
2,10,2095,5,274.9509,3.5763,0.0009,0.002
2,10,2095,6,280.7986,2.6335,0.0018,0.003
2,10,2095,7,283.1773,1.9671,0.0024,0.0036
2,10,2095,8,283.6462,1.8933,0.002,0.0032
2,10,2095,9,279.8405,1.592,0.0022,0.0035
2,10,2095,10,272.1342,3.6065,0.0011,0.0027
2,10,2095,11,265.4258,3.9574,0.001,0.002
2,10,2095,12,260.3577,4.5265,0.0008,0.0011
2,10,2096,1,256.6614,6.8839,0.0012,0.0022
2,10,2096,2,263.2221,6.6313,0.0021,0.0031
2,10,2096,3,264.0768,5.697,0.0015,0.0024
2,10,2096,4,269.0112,4.6201,0.0012,0.0026
2,10,2096,5,276.0718,3.2764,0.0011,0.0021
2,10,2096,6,280.966,2.0434,0.0026,0.0045
2,10,2096,7,283.918,1.3993,0.002,0.0032
2,10,2096,8,283.7287,1.7665,0.003,0.0044
2,10,2096,9,281.0783,2.3698,0.0021,0.003
2,10,2096,10,274.1833,4.1666,0.0011,0.0019
2,10,2096,11,263.13,4.2837,0.0011,0.002
2,10,2096,12,264.2554,4.4404,0.0019,0.0033
2,10,2097,1,263.6913,5.5791,0.0012,0.002
2,10,2097,2,266.4652,5.0903,0.0017,0.0021
2,10,2097,3,267.2244,4.1909,0.0013,0.0023
2,10,2097,4,271.5733,2.3598,0.0008,0.0018
2,10,2097,5,278.1243,3.8612,0.0011,0.002
2,10,2097,6,282.1211,1.8451,0.0019,0.0025
2,10,2097,7,284.9404,1.7273,0.0023,0.0036
2,10,2097,8,284.6978,2.0915,0.003,0.0041
2,10,2097,9,282.4988,2.1808,0.0017,0.0023
2,10,2097,10,277.0398,2.1111,0.003,0.0036
2,10,2097,11,265.804,4.2824,0.0021,0.0039
2,10,2097,12,263.062,5.538,0.0015,0.0024
2,10,2098,1,262.4788,6.0091,0.0014,0.0021
2,10,2098,2,258.3195,7.3554,0.0013,0.0024
2,10,2098,3,265.723,6.793,0.0013,0.0021
2,10,2098,4,269.283,2.8529,0.001,0.002
2,10,2098,5,276.1072,3.0273,0.0013,0.0022
2,10,2098,6,280.73,2.1526,0.0022,0.0035
2,10,2098,7,284.9633,1.6637,0.0037,0.0053
2,10,2098,8,285.2159,2.533,0.0039,0.0051
2,10,2098,9,280.4095,2.2325,0.0041,0.0054
2,10,2098,10,273.9519,3.9704,0.0015,0.0028
2,10,2098,11,263.6638,5.429,0.0012,0.002
2,10,2098,12,261.1989,4.7077,0.0017,0.0029
2,10,2099,1,259.8219,6.029,0.0013,0.0018
2,10,2099,2,260.6931,7.9952,0.0017,0.0027
2,10,2099,3,264.6559,4.7579,0.0017,0.0034
2,10,2099,4,268.8861,3.6763,0.0011,0.002
2,10,2099,5,275.8224,3.4601,0.0014,0.0022
2,10,2099,6,280.2308,1.987,0.0012,0.0022
2,10,2099,7,284.3484,2.0458,0.0025,0.0044
2,10,2099,8,282.9525,1.7014,0.0029,0.0049
2,10,2099,9,281.6546,2.6474,0.0029,0.004
2,10,2099,10,274.7318,2.889,0.0023,0.0031
2,10,2099,11,265.5991,4.2608,0.0029,0.0039
2,10,2099,12,262.6067,5.6197,0.002,0.0032
2,10,2100,1,261.7684,6.4025,0.0014,0.0021
2,10,2100,2,256.3821,6.6646,0.001,0.0019
2,10,2100,3,267.1401,4.1011,0.0011,0.0021
2,10,2100,4,271.5501,3.2641,0.0009,0.0014
2,10,2100,5,276.6742,1.7491,0.0018,0.0023
2,10,2100,6,279.6187,1.5861,0.003,0.0038
2,10,2100,7,286.151,1.989,0.0014,0.0028
2,10,2100,8,284.264,1.9514,0.0034,0.0047
2,10,2100,9,281.7716,3.3121,0.0042,0.0057
2,10,2100,10,274.3333,3.9067,0.0017,0.0029
2,10,2100,11,268.4104,2.6024,0.0019,0.0025
2,10,2100,12,266.8367,3.9425,0.0023,0.0036
2,11,2051,1,255.414,7.8309,0.0009,0.0018
2,11,2051,2,251.1191,6.6069,0.0006,0.0015
2,11,2051,3,256.9986,5.6451,0.0009,0.0019
2,11,2051,4,265.9113,4.5421,0.0009,0.0022
2,11,2051,5,274.5113,3.6546,0.0011,0.002
2,11,2051,6,282.4493,3.0058,0.001,0.0017
2,11,2051,7,283.9398,2.1886,0.0022,0.0033
