v,h,year,month,t2m_mean,t2m_std,precip_mean,precip_std
2,9,2098,12,275.6245,1.8153,0.0034,0.0053
2,9,2099,1,274.6664,1.94,0.0019,0.0023
2,9,2099,2,274.1285,1.6106,0.0031,0.0042
2,9,2099,3,268.9843,1.4215,0.0011,0.0015
2,9,2099,4,272.3872,1.9991,0.0013,0.0023
2,9,2099,5,276.3281,1.8652,0.0024,0.0038
2,9,2099,6,282.4296,1.5974,0.0023,0.0035
2,9,2099,7,286.9704,1.8721,0.0036,0.008
2,9,2099,8,285.6956,0.9796,0.0044,0.0067
2,9,2099,9,285.2154,0.7633,0.0022,0.004
2,9,2099,10,279.3745,1.8374,0.0033,0.004
2,9,2099,11,276.4656,2.2266,0.0034,0.0039
2,9,2099,12,273.895,2.9034,0.0031,0.0038
2,9,2100,1,275.2607,2.2071,0.0034,0.0045
2,9,2100,2,275.0964,1.6387,0.003,0.0039
2,9,2100,3,273.7089,1.3273,0.0015,0.0023
2,9,2100,4,275.0093,1.2232,0.0017,0.0025
2,9,2100,5,280.0541,2.1536,0.001,0.0021
2,9,2100,6,284.2198,1.4093,0.0014,0.0031
2,9,2100,7,288.39,0.7988,0.003,0.0051
2,9,2100,8,288.4859,1.1227,0.0057,0.0088
2,9,2100,9,285.4737,2.0719,0.004,0.0057
2,9,2100,10,279.1802,3.0192,0.0035,0.0063
2,9,2100,11,274.0692,2.2755,0.0012,0.0019
2,9,2100,12,273.4929,2.0045,0.0035,0.0051
2,10,2051,1,264.4041,4.7351,0.0019,0.0029
2,10,2051,2,259.622,6.9071,0.0012,0.0023
2,10,2051,3,263.3903,4.2897,0.0013,0.0025
2,10,2051,4,267.8022,3.9928,0.0018,0.003
2,10,2051,5,275.6795,3.9804,0.0015,0.0027
2,10,2051,6,281.4946,2.5392,0.0025,0.0041
2,10,2051,7,282.8134,2.0174,0.0028,0.0045
2,10,2051,8,284.2932,1.6041,0.0019,0.0029
2,10,2051,9,279.2039,3.0893,0.0019,0.0029
2,10,2051,10,269.7982,3.7322,0.0014,0.002
2,10,2051,11,267.0727,2.4452,0.0013,0.0021
2,10,2051,12,267.4428,2.0374,0.0019,0.0024
2,10,2052,1,266.6627,4.3578,0.0016,0.0024
2,10,2052,2,265.4241,4.4972,0.0021,0.0035
2,10,2052,3,266.8044,3.1158,0.0013,0.0019
2,10,2052,4,273.485,2.652,0.001,0.0015
2,10,2052,5,277.2488,2.3791,0.0016,0.0028
2,10,2052,6,281.49,1.5355,0.0029,0.0046
2,10,2052,7,284.941,1.9116,0.0026,0.0034
2,10,2052,8,284.8267,1.4826,0.0042,0.0057
2,10,2052,9,279.7343,2.6221,0.0025,0.0032
2,10,2052,10,274.049,3.3338,0.0024,0.0037
2,10,2052,11,268.8158,3.8427,0.0018,0.0032
2,10,2052,12,266.6537,3.0269,0.0024,0.0039
2,10,2053,1,261.4319,5.5444,0.0014,0.0022
2,10,2053,2,256.8866,6.2949,0.0006,0.0008
2,10,2053,3,263.4282,4.8447,0.0009,0.0013
2,10,2053,4,271.059,2.7363,0.0016,0.0026
2,10,2053,5,276.058,2.1912,0.0008,0.0014
2,10,2053,6,281.506,1.8383,0.002,0.003
2,10,2053,7,285.4305,2.2941,0.0018,0.0028
2,10,2053,8,284.9684,1.3081,0.0038,0.0057
2,10,2053,9,280.3766,3.5043,0.0027,0.0039
2,10,2053,10,272.506,3.9479,0.0012,0.0022
2,10,2053,11,266.358,3.1271,0.0018,0.0037
2,10,2053,12,267.1238,2.3193,0.0012,0.0016
2,10,2054,1,265.8554,4.4022,0.002,0.0028
2,10,2054,2,263.855,4.291,0.0011,0.0015
2,10,2054,3,265.2234,4.4518,0.0021,0.0038
2,10,2054,4,268.5385,3.9285,0.0012,0.0021
2,10,2054,5,275.5639,3.7705,0.0018,0.0031
2,10,2054,6,282.3569,2.512,0.0024,0.004
2,10,2054,7,285.7386,1.4268,0.0018,0.003
2,10,2054,8,284.856,2.5835,0.0038,0.0051
2,10,2054,9,280.2325,1.809,0.0037,0.0048
2,10,2054,10,272.9763,3.0042,0.0026,0.0039
2,10,2054,11,266.2029,2.4424,0.0013,0.0021
2,10,2054,12,264.5066,3.4691,0.0015,0.002
2,10,2055,1,260.8408,5.3707,0.0011,0.0019
2,10,2055,2,262.8522,4.924,0.0016,0.0026
2,10,2055,3,263.5732,2.9074,0.0009,0.0018
2,10,2055,4,269.9793,3.1787,0.0009,0.0017
2,10,2055,5,275.205,2.8894,0.0017,0.0028
2,10,2055,6,281.6623,2.041,0.0022,0.0035
2,10,2055,7,284.0656,2.2763,0.0027,0.0044
2,10,2055,8,282.538,1.9777,0.0028,0.0044
2,10,2055,9,280.8317,1.8688,0.002,0.0043
2,10,2055,10,274.7893,3.3741,0.0028,0.0041
2,10,2055,11,269.2668,2.4269,0.0022,0.0035
2,10,2055,12,268.5449,2.1097,0.0025,0.0035
2,10,2056,1,269.1095,2.2557,0.0017,0.0027
2,10,2056,2,267.509,3.3468,0.002,0.0031
2,10,2056,3,266.2103,4.1795,0.0012,0.0021
2,10,2056,4,271.6208,3.1703,0.0012,0.002
2,10,2056,5,277.5285,1.7747,0.002,0.003
2,10,2056,6,282.9254,1.9645,0.0026,0.0038
2,10,2056,7,284.929,1.6522,0.0028,0.0042
2,10,2056,8,284.1199,1.4735,0.0031,0.006
2,10,2056,9,282.4867,1.7845,0.0036,0.0045
2,10,2056,10,272.9205,3.3591,0.0019,0.0027
2,10,2056,11,268.3916,3.6955,0.0023,0.0034
2,10,2056,12,264.3274,2.7604,0.0015,0.0027
2,10,2057,1,266.9821,2.9826,0.0013,0.0021
2,10,2057,2,259.4952,6.3276,0.0013,0.0023
2,10,2057,3,266.5728,3.4001,0.0014,0.0024
2,10,2057,4,273.8275,1.7292,0.0006,0.0011
2,10,2057,5,279.8843,2.1531,0.001,0.0019
2,10,2057,6,283.3696,2.2889,0.0024,0.0038
2,10,2057,7,285.8765,2.386,0.0032,0.0042
2,10,2057,8,284.7404,1.5188,0.0043,0.0069
2,10,2057,9,281.4941,2.2226,0.0021,0.0036
2,10,2057,10,275.3061,2.4768,0.0029,0.0041
2,10,2057,11,268.4055,3.1666,0.0017,0.0024
2,10,2057,12,262.9133,2.9273,0.001,0.0022
2,10,2058,1,267.5388,4.0536,0.0022,0.0031
2,10,2058,2,264.9974,4.4675,0.0012,0.0019
2,10,2058,3,263.3576,3.8772,0.001,0.0018
2,10,2058,4,270.2992,2.3704,0.0007,0.0014
2,10,2058,5,278.3698,1.794,0.0008,0.0017
2,10,2058,6,283.8255,1.7018,0.0016,0.0026
2,10,2058,7,285.485,1.5025,0.0022,0.0033
2,10,2058,8,285.3605,2.1117,0.0031,0.0045
2,10,2058,9,281.9297,1.8665,0.0022,0.0039
2,10,2058,10,274.2647,3.0473,0.0019,0.003
2,10,2058,11,268.0265,4.042,0.0025,0.004
2,10,2058,12,268.2841,1.9193,0.0017,0.003
2,10,2059,1,265.6309,4.4519,0.0022,0.0033
2,10,2059,2,263.5227,5.4294,0.0011,0.0019
2,10,2059,3,266.4901,3.8135,0.0012,0.0022
2,10,2059,4,270.7641,4.6499,0.0012,0.0025
2,10,2059,5,277.9296,2.7984,0.0009,0.0014
2,10,2059,6,284.3035,1.2193,0.0025,0.0035
2,10,2059,7,286.2974,2.4569,0.0024,0.0034
2,10,2059,8,287.3256,1.5185,0.0013,0.0023
2,10,2059,9,282.7721,2.8454,0.0031,0.0048
2,10,2059,10,277.0391,2.7498,0.0021,0.0029
2,10,2059,11,269.3048,2.6784,0.001,0.0017
2,10,2059,12,266.5475,2.0877,0.001,0.0015
2,10,2060,1,264.67,5.3615,0.0012,0.002
2,10,2060,2,263.2956,4.3276,0.0016,0.0022
2,10,2060,3,265.6764,3.1305,0.0006,0.0011
2,10,2060,4,270.3662,2.9113,0.0008,0.0014
2,10,2060,5,277.5833,3.3382,0.0014,0.0023
2,10,2060,6,283.67,1.6286,0.0027,0.0035
2,10,2060,7,286.5424,2.5364,0.0027,0.0038
2,10,2060,8,287.0405,1.5977,0.0019,0.0025
2,10,2060,9,280.4362,2.406,0.0013,0.0021
2,10,2060,10,274.6467,3.1434,0.0015,0.0023
2,10,2060,11,270.541,1.8038,0.0024,0.0034
2,10,2060,12,268.6037,2.3138,0.002,0.0029
2,10,2091,1,266.7823,3.3603,0.0014,0.002
2,10,2091,2,266.9261,3.8449,0.0013,0.0021
2,10,2091,3,266.5198,4.2973,0.0012,0.0021
2,10,2091,4,271.2811,4.1126,0.0008,0.0013
2,10,2091,5,280.731,3.5863,0.0011,0.0022
2,10,2091,6,284.4941,1.8539,0.0023,0.0029
2,10,2091,7,288.708,1.5537,0.0027,0.0052
2,10,2091,8,288.1465,2.0822,0.0039,0.0062
2,10,2091,9,283.1959,3.7187,0.0017,0.0028
2,10,2091,10,274.2579,2.6045,0.0021,0.003
2,10,2091,11,267.4966,1.9517,0.0016,0.0031
2,10,2091,12,267.1333,1.9446,0.0022,0.0036
2,10,2092,1,266.8557,3.1333,0.0015,0.0032
2,10,2092,2,263.3795,5.7444,0.0011,0.0017
2,10,2092,3,267.4988,2.953,0.0011,0.0019
2,10,2092,4,272.5612,3.0529,0.0011,0.0016
2,10,2092,5,275.7675,2.3824,0.0017,0.0026
2,10,2092,6,282.9095,2.1782,0.0025,0.004
2,10,2092,7,286.5299,2.2329,0.0026,0.0049
2,10,2092,8,285.347,1.5395,0.0025,0.0041
2,10,2092,9,282.3748,2.0841,0.0022,0.0051
2,10,2092,10,274.2899,4.8936,0.0034,0.0052
2,10,2092,11,268.7637,2.9347,0.0034,0.0052
2,10,2092,12,268.0715,2.5834,0.0027,0.005
2,10,2093,1,268.5027,3.3182,0.0025,0.0039
2,10,2093,2,264.798,5.8804,0.0014,0.0027
2,10,2093,3,267.7048,3.5913,0.0026,0.0038
2,10,2093,4,272.426,4.6638,0.0025,0.0041
2,10,2093,5,278.1038,2.224,0.0012,0.0023
2,10,2093,6,284.378,1.8177,0.0017,0.0032
2,10,2093,7,288.905,1.7324,0.0018,0.0038
2,10,2093,8,285.5486,2.0655,0.0043,0.0075
2,10,2093,9,282.8701,2.3938,0.0006,0.0009
2,10,2093,10,276.2165,3.958,0.0024,0.0044
2,10,2093,11,268.9751,2.9379,0.0028,0.0052
2,10,2093,12,268.0114,3.2841,0.002,0.0039
2,10,2094,1,268.3756,3.4744,0.0014,0.0024
2,10,2094,2,265.7705,3.5507,0.0026,0.0035
2,10,2094,3,268.4098,2.8873,0.0008,0.0015
2,10,2094,4,271.5049,3.6051,0.001,0.0025
2,10,2094,5,278.0851,2.3645,0.0015,0.0024
2,10,2094,6,284.4525,2.5655,0.0026,0.0036
2,10,2094,7,287.0572,1.5947,0.0027,0.0046
2,10,2094,8,286.7312,1.4103,0.0033,0.006
2,10,2094,9,284.1733,2.5442,0.0027,0.0037
2,10,2094,10,277.3535,2.1921,0.0023,0.0038
2,10,2094,11,269.141,3.3532,0.0037,0.0053
2,10,2094,12,268.5551,1.7714,0.0022,0.0036
2,10,2095,1,268.9385,3.3507,0.0015,0.0027
2,10,2095,2,265.9979,4.0739,0.001,0.0017
2,10,2095,3,267.4556,3.2092,0.0012,0.0027
2,10,2095,4,272.594,2.4234,0.0018,0.0029
2,10,2095,5,276.8418,3.4137,0.0018,0.0032
2,10,2095,6,284.1284,1.3154,0.0015,0.0024
2,10,2095,7,287.1498,1.1647,0.0035,0.0055
2,10,2095,8,285.9306,2.3479,0.0052,0.0072
2,10,2095,9,282.0102,1.8478,0.0017,0.0029
2,10,2095,10,275.9017,3.1588,0.0023,0.0036
2,10,2095,11,269.888,1.9216,0.0024,0.0037
2,10,2095,12,270.4146,1.5557,0.0033,0.0041
2,10,2096,1,270.6516,2.0887,0.0029,0.0043
2,10,2096,2,271.0394,1.9062,0.0026,0.0036
2,10,2096,3,268.9073,2.1496,0.001,0.0023
2,10,2096,4,274.9254,2.3737,0.0012,0.0018
2,10,2096,5,280.4416,3.2637,0.0017,0.0024
2,10,2096,6,286.3198,1.7184,0.0029,0.0045
2,10,2096,7,288.2273,1.6748,0.0033,0.0041
2,10,2096,8,285.653,1.8217,0.0046,0.0067
2,10,2096,9,284.1343,1.9869,0.0033,0.005
2,10,2096,10,279.5082,3.8925,0.0026,0.0035
2,10,2096,11,269.86,2.8519,0.0017,0.003
2,10,2096,12,268.0709,2.468,0.0024,0.0038
2,10,2097,1,265.9773,4.0829,0.0008,0.0012
2,10,2097,2,266.0583,4.6176,0.0017,0.003
2,10,2097,3,269.3051,1.8742,0.0021,0.0031
2,10,2097,4,273.5276,2.3227,0.0011,0.002
2,10,2097,5,278.4725,2.185,0.002,0.0033
2,10,2097,6,284.3932,1.8261,0.0017,0.0025
2,10,2097,7,288.8185,1.4548,0.0023,0.0034
2,10,2097,8,287.6355,1.9491,0.0034,0.0067
2,10,2097,9,284.0849,2.9421,0.0019,0.0037
2,10,2097,10,276.8386,4.0097,0.0022,0.0039
2,10,2097,11,271.8701,1.6607,0.0021,0.003
2,10,2097,12,269.6296,1.2068,0.0023,0.0035
2,10,2098,1,268.7044,2.9243,0.0024,0.004
2,10,2098,2,265.3951,4.2198,0.0015,0.0029
2,10,2098,3,269.0012,3.2452,0.0022,0.0036
2,10,2098,4,272.5641,3.0408,0.0012,0.0023
2,10,2098,5,279.5621,2.8921,0.0014,0.0025
2,10,2098,6,284.5555,1.5697,0.0026,0.0037
2,10,2098,7,286.728,1.8253,0.0031,0.0047
2,10,2098,8,286.6293,2.0799,0.0037,0.0069
2,10,2098,9,282.7878,2.4454,0.0038,0.0058
2,10,2098,10,274.914,3.9516,0.002,0.0027
2,10,2098,11,269.9117,2.6002,0.0034,0.006
2,10,2098,12,269.9559,2.2886,0.0021,0.0037
2,10,2099,1,270.1106,2.4484,0.0011,0.0014
2,10,2099,2,270.0617,2.0653,0.0021,0.0031
2,10,2099,3,265.6513,2.2452,0.001,0.002
2,10,2099,4,271.528,3.2885,0.0012,0.0024
2,10,2099,5,278.3384,2.3201,0.0018,0.0029
2,10,2099,6,285.2777,2.7616,0.003,0.0046
2,10,2099,7,288.325,1.901,0.0028,0.0054
2,10,2099,8,285.4591,1.5403,0.004,0.0059
2,10,2099,9,283.9546,1.2825,0.0021,0.004
2,10,2099,10,276.8973,2.2887,0.0025,0.0035
2,10,2099,11,271.845,2.0777,0.0023,0.003
2,10,2099,12,268.7606,2.8367,0.0023,0.0031
2,10,2100,1,269.5304,2.6175,0.002,0.003
2,10,2100,2,270.4103,2.3548,0.002,0.003
2,10,2100,3,270.6414,2.1308,0.0011,0.0021
2,10,2100,4,274.7421,1.8987,0.0016,0.0026
2,10,2100,5,281.7059,3.2482,0.0011,0.0021
2,10,2100,6,285.7752,2.117,0.0026,0.0038
2,10,2100,7,288.6552,1.2038,0.0033,0.0048
2,10,2100,8,288.0972,1.7757,0.004,0.0062
2,10,2100,9,284.4011,2.9528,0.003,0.0046
2,10,2100,10,275.2927,4.8539,0.0024,0.0045
2,10,2100,11,268.8219,2.7132,0.0012,0.0022
2,10,2100,12,269.3814,2.133,0.0031,0.0047
2,11,2051,1,259.8599,5.0977,0.0019,0.0032
2,11,2051,2,252.9922,6.7016,0.0009,0.0017
2,11,2051,3,258.8043,4.9721,0.001,0.002
2,11,2051,4,265.1372,4.0206,0.0012,0.0022
2,11,2051,5,275.0435,5.62,0.0011,0.0021
2,11,2051,6,282.7052,3.0612,0.0018,0.0032
2,11,2051,7,283.2991,2.6294,0.0025,0.004
2,11,2051,8,283.5797,1.8938,0.0015,0.0027
