v,h,year,month,t2m_mean,t2m_std,precip_mean,precip_std
2,9,2057,5,273.6182,2.2163,0.0016,0.0028
2,9,2057,6,278.5175,1.5801,0.0024,0.0038
2,9,2057,7,282.8759,1.7534,0.0027,0.0057
2,9,2057,8,284.0169,1.3285,0.0045,0.0057
2,9,2057,9,282.4437,1.6684,0.0031,0.0034
2,9,2057,10,276.9182,2.2401,0.0022,0.0034
2,9,2057,11,273.6274,3.0952,0.0041,0.0054
2,9,2057,12,268.8159,5.1576,0.0014,0.0026
2,9,2058,1,260.5287,2.567,0.0008,0.0015
2,9,2058,2,260.1649,7.202,0.0011,0.002
2,9,2058,3,261.9291,4.0665,0.001,0.0018
2,9,2058,4,269.4677,5.1479,0.0015,0.0025
2,9,2058,5,276.1523,2.0974,0.0014,0.0018
2,9,2058,6,280.6201,1.8964,0.0007,0.002
2,9,2058,7,286.1227,2.1114,0.0017,0.0034
2,9,2058,8,286.0975,0.8816,0.0013,0.0023
2,9,2058,9,281.9091,2.7126,0.0029,0.0042
2,9,2058,10,276.9931,2.5175,0.0034,0.0044
2,9,2058,11,270.9634,1.9819,0.0015,0.0019
2,9,2058,12,270.9601,4.1466,0.0025,0.0032
2,9,2059,1,264.8348,5.5423,0.0016,0.0017
2,9,2059,2,265.405,6.5306,0.0019,0.0024
2,9,2059,3,264.54,4.5733,0.0008,0.0017
2,9,2059,4,270.7983,2.8858,0.0012,0.0025
2,9,2059,5,274.9499,2.0793,0.0007,0.0016
2,9,2059,6,279.6792,1.8692,0.0012,0.0025
2,9,2059,7,283.5705,1.5714,0.0028,0.0047
2,9,2059,8,284.387,2.0218,0.0018,0.0029
2,9,2059,9,282.8528,2.4485,0.002,0.0042
2,9,2059,10,275.7972,1.493,0.0027,0.0048
2,9,2059,11,273.9252,2.2997,0.0031,0.0033
2,9,2059,12,269.9494,3.4949,0.0028,0.0029
2,9,2060,1,263.3044,4.8318,0.0012,0.002
2,9,2060,2,262.7945,7.3877,0.001,0.002
2,9,2060,3,264.6952,5.094,0.0008,0.0018
2,9,2060,4,269.1783,3.8612,0.0008,0.0018
2,9,2060,5,274.0,2.5076,0.001,0.0023
2,9,2060,6,279.5677,1.3679,0.0018,0.0027
2,9,2060,7,283.9179,1.4272,0.0021,0.0034
2,9,2060,8,285.7771,1.1811,0.0026,0.0042
2,9,2060,9,283.3217,2.1192,0.0035,0.007
2,9,2060,10,276.8304,1.1269,0.0019,0.003
2,9,2060,11,271.0633,2.9352,0.0018,0.0024
2,9,2060,12,267.7851,3.389,0.002,0.0032
2,9,2091,1,272.6487,2.9401,0.0022,0.0031
2,9,2091,2,270.0181,3.4431,0.0018,0.0025
2,9,2091,3,270.5333,3.3478,0.0016,0.0023
2,9,2091,4,272.3016,2.3395,0.0023,0.0029
2,9,2091,5,276.6707,2.7888,0.0006,0.0014
2,9,2091,6,283.1598,1.866,0.002,0.0046
2,9,2091,7,287.1934,1.8255,0.0027,0.0061
2,9,2091,8,287.1174,1.0497,0.0043,0.0063
2,9,2091,9,284.8417,2.5961,0.0018,0.0029
2,9,2091,10,278.9185,2.2894,0.0037,0.0055
2,9,2091,11,276.1368,1.849,0.0023,0.0028
2,9,2091,12,275.5386,1.8972,0.0036,0.0044
2,9,2092,1,272.0349,3.7074,0.0033,0.0039
2,9,2092,2,270.9887,4.6214,0.0023,0.0034
2,9,2092,3,271.1982,2.3366,0.0017,0.0024
2,9,2092,4,272.7565,1.9806,0.0011,0.002
2,9,2092,5,276.2816,3.6751,0.0015,0.0031
2,9,2092,6,282.0693,1.5836,0.002,0.003
2,9,2092,7,286.8074,1.4454,0.0018,0.0032
2,9,2092,8,288.4897,1.5693,0.001,0.0024
2,9,2092,9,284.9745,1.2362,0.0027,0.004
2,9,2092,10,280.3806,1.8329,0.0037,0.0045
2,9,2092,11,276.1624,1.2267,0.0044,0.0065
2,9,2092,12,276.2599,1.7292,0.0037,0.0042
2,9,2093,1,267.6014,2.1813,0.0017,0.0014
2,9,2093,2,270.1593,4.3377,0.0017,0.0019
2,9,2093,3,268.5849,3.9746,0.0016,0.0023
2,9,2093,4,270.7163,2.9338,0.0021,0.0036
2,9,2093,5,276.4179,2.7149,0.002,0.0031
2,9,2093,6,280.9204,1.4687,0.0028,0.0046
2,9,2093,7,285.7377,1.6097,0.0015,0.0031
2,9,2093,8,286.0624,1.4591,0.0032,0.0065
2,9,2093,9,285.6673,1.7534,0.0024,0.0031
2,9,2093,10,279.9672,2.074,0.0026,0.003
2,9,2093,11,275.1294,1.8,0.0022,0.0035
2,9,2093,12,273.4545,2.2842,0.0043,0.0051
2,9,2094,1,271.7403,4.1124,0.0025,0.0035
2,9,2094,2,271.2224,4.8046,0.0017,0.0021
2,9,2094,3,265.3416,2.2732,0.0006,0.001
2,9,2094,4,271.2846,4.5441,0.0007,0.0012
2,9,2094,5,277.0961,1.7745,0.0009,0.0013
2,9,2094,6,281.9037,2.1171,0.0006,0.0012
2,9,2094,7,286.5439,1.3335,0.0022,0.0045
2,9,2094,8,287.0446,1.41,0.0039,0.0063
2,9,2094,9,283.385,2.0862,0.0035,0.006
2,9,2094,10,278.6717,1.4002,0.0027,0.0049
2,9,2094,11,274.9976,1.8818,0.0039,0.006
2,9,2094,12,271.4903,2.6616,0.0018,0.0029
2,9,2095,1,267.4737,3.5272,0.0014,0.0025
2,9,2095,2,266.9208,3.9026,0.0025,0.0032
2,9,2095,3,268.4872,4.0626,0.002,0.0038
2,9,2095,4,272.8345,2.1082,0.0017,0.0033
2,9,2095,5,275.8474,1.8279,0.0011,0.0019
2,9,2095,6,281.4612,1.8311,0.001,0.0024
2,9,2095,7,284.5363,1.5484,0.0037,0.0068
2,9,2095,8,286.1416,1.8062,0.0022,0.0038
2,9,2095,9,284.5313,1.5164,0.003,0.0064
2,9,2095,10,276.9941,2.1112,0.0025,0.0043
2,9,2095,11,274.1089,2.0038,0.0026,0.0042
2,9,2095,12,270.347,2.8697,0.0023,0.0023
2,9,2096,1,269.4074,3.7861,0.0016,0.0021
2,9,2096,2,266.3447,4.7034,0.0017,0.0026
2,9,2096,3,268.387,3.629,0.0005,0.0011
2,9,2096,4,271.2832,3.1682,0.0008,0.0017
2,9,2096,5,276.204,2.5803,0.0009,0.0024
2,9,2096,6,282.2668,1.5515,0.0023,0.0039
2,9,2096,7,286.897,1.8518,0.0011,0.0026
2,9,2096,8,285.6337,1.2594,0.0054,0.0072
2,9,2096,9,284.2825,1.5194,0.0053,0.0082
2,9,2096,10,279.5239,1.5707,0.0026,0.003
2,9,2096,11,275.2716,2.36,0.0038,0.0051
2,9,2096,12,272.9142,3.0274,0.0031,0.0052
2,9,2097,1,268.8074,4.2071,0.001,0.0023
2,9,2097,2,265.3198,4.4994,0.0017,0.0025
2,9,2097,3,269.097,2.6539,0.0012,0.003
2,9,2097,4,270.1593,2.1711,0.0008,0.0016
2,9,2097,5,277.9118,2.7332,0.0003,0.0007
2,9,2097,6,280.8633,1.1396,0.003,0.0058
2,9,2097,7,282.87,1.7321,0.0043,0.0099
2,9,2097,8,284.5439,1.3168,0.0028,0.0044
2,9,2097,9,283.0709,1.4798,0.0069,0.01
2,9,2097,10,279.1013,2.1689,0.0052,0.0057
2,9,2097,11,274.092,1.2852,0.003,0.0039
2,9,2097,12,271.1815,2.7878,0.0016,0.002
2,9,2098,1,269.342,3.8998,0.0019,0.003
2,9,2098,2,266.7321,5.1889,0.0018,0.0023
2,9,2098,3,270.7604,2.6372,0.0013,0.0023
2,9,2098,4,270.6819,2.9532,0.0015,0.0029
2,9,2098,5,276.6963,1.6433,0.0009,0.0015
2,9,2098,6,282.3312,2.4057,0.0004,0.0007
2,9,2098,7,285.7161,1.2599,0.0019,0.0031
2,9,2098,8,285.9632,1.0809,0.0028,0.0055
2,9,2098,9,283.9858,2.1135,0.005,0.0075
2,9,2098,10,278.5917,3.019,0.0017,0.0034
2,9,2098,11,273.6121,1.6181,0.0028,0.005
2,9,2098,12,272.5739,2.716,0.002,0.0024
2,9,2099,1,270.3923,3.4599,0.0013,0.0013
2,9,2099,2,270.9073,3.9673,0.0023,0.002
2,9,2099,3,271.1347,3.5999,0.0015,0.0017
2,9,2099,4,274.4768,1.2997,0.0016,0.002
2,9,2099,5,278.2861,2.4277,0.0007,0.0013
2,9,2099,6,284.3862,2.1285,0.0018,0.0052
2,9,2099,7,289.6807,1.595,0.0038,0.0082
2,9,2099,8,288.5281,1.994,0.0024,0.0038
2,9,2099,9,285.0144,2.3919,0.0025,0.0046
2,9,2099,10,279.6479,2.873,0.0022,0.0039
2,9,2099,11,276.6097,1.6483,0.004,0.0049
2,9,2099,12,276.9337,1.8914,0.0025,0.0032
2,9,2100,1,273.0124,2.1373,0.0014,0.0014
2,9,2100,2,270.5562,4.2997,0.0018,0.0022
2,9,2100,3,271.9231,2.3062,0.0023,0.0031
2,9,2100,4,271.9783,3.6958,0.0019,0.0027
2,9,2100,5,277.7329,2.9721,0.0008,0.0016
2,9,2100,6,284.3661,1.5752,0.001,0.0018
2,9,2100,7,287.3743,1.7714,0.0026,0.0051
2,9,2100,8,287.359,1.1359,0.003,0.0061
2,9,2100,9,285.4154,1.6392,0.0036,0.0064
2,9,2100,10,277.677,1.7933,0.0021,0.0023
2,9,2100,11,274.7282,1.4553,0.0026,0.0038
2,9,2100,12,274.7224,2.5604,0.0021,0.0024
2,10,2051,1,257.3779,6.8435,0.0013,0.0025
2,10,2051,2,259.6575,5.4066,0.0019,0.003
2,10,2051,3,262.6702,5.8678,0.0006,0.0015
2,10,2051,4,269.9223,4.1112,0.0006,0.0014
2,10,2051,5,276.9381,2.4395,0.0008,0.0016
2,10,2051,6,282.2951,2.167,0.0021,0.0031
2,10,2051,7,283.8935,1.5754,0.0025,0.0037
2,10,2051,8,283.5433,1.6384,0.0033,0.0048
2,10,2051,9,282.3768,1.7123,0.0016,0.0025
2,10,2051,10,272.583,3.6492,0.0018,0.0028
2,10,2051,11,264.8821,5.3884,0.0017,0.0028
2,10,2051,12,262.2065,4.651,0.0018,0.0026
2,10,2052,1,257.1656,6.4098,0.0012,0.0021
2,10,2052,2,263.0941,7.991,0.0014,0.0023
2,10,2052,3,264.5245,4.1115,0.001,0.0022
2,10,2052,4,267.97,5.4405,0.001,0.0019
2,10,2052,5,275.6993,2.8084,0.0013,0.0019
2,10,2052,6,281.8162,3.03,0.0021,0.0034
2,10,2052,7,285.1271,1.8614,0.0024,0.0036
2,10,2052,8,282.6779,2.0282,0.0026,0.0035
2,10,2052,9,279.1268,2.4426,0.0015,0.0034
2,10,2052,10,271.131,4.5882,0.0016,0.0026
2,10,2052,11,267.0992,2.711,0.0011,0.0016
2,10,2052,12,266.0857,3.9574,0.0014,0.0021
2,10,2053,1,259.9121,4.7516,0.0019,0.003
2,10,2053,2,260.3312,7.6871,0.0013,0.0021
2,10,2053,3,264.1805,5.1006,0.0012,0.0019
2,10,2053,4,266.2314,5.6387,0.0007,0.0019
2,10,2053,5,275.186,3.856,0.001,0.0018
2,10,2053,6,281.9703,2.02,0.0017,0.0031
2,10,2053,7,285.5474,1.8655,0.002,0.0038
2,10,2053,8,284.7046,1.5184,0.0033,0.0048
2,10,2053,9,281.7812,1.9124,0.0037,0.0055
2,10,2053,10,274.6777,3.3056,0.0016,0.0028
2,10,2053,11,267.9734,3.5742,0.0016,0.0027
2,10,2053,12,266.1752,4.3748,0.0014,0.0023
2,10,2054,1,262.7422,6.1915,0.0016,0.002
2,10,2054,2,260.1714,8.6784,0.0011,0.0022
2,10,2054,3,261.6849,4.5568,0.0012,0.0024
2,10,2054,4,266.3761,5.5792,0.0011,0.0019
2,10,2054,5,275.5591,2.9929,0.0014,0.002
2,10,2054,6,281.5779,2.5175,0.001,0.0017
2,10,2054,7,284.1373,1.7771,0.0025,0.0041
2,10,2054,8,284.5556,1.8723,0.0024,0.0043
2,10,2054,9,280.2909,2.5448,0.0026,0.0037
2,10,2054,10,270.4888,4.1943,0.0008,0.0016
2,10,2054,11,265.5804,4.5464,0.0014,0.0023
2,10,2054,12,264.3583,4.8279,0.0016,0.0025
2,10,2055,1,264.3416,4.9387,0.0019,0.0026
2,10,2055,2,265.1273,4.8998,0.0012,0.0018
2,10,2055,3,264.3624,3.95,0.0008,0.0018
2,10,2055,4,271.2449,3.6297,0.0007,0.0014
2,10,2055,5,277.7298,3.695,0.0012,0.002
2,10,2055,6,281.382,1.9309,0.0021,0.0032
2,10,2055,7,284.5165,1.792,0.002,0.0034
2,10,2055,8,284.5501,1.9165,0.0026,0.0047
2,10,2055,9,282.1093,2.4109,0.0042,0.006
2,10,2055,10,274.7308,1.9318,0.0014,0.0021
2,10,2055,11,267.4478,3.7597,0.0024,0.0037
2,10,2055,12,263.1634,4.4369,0.002,0.0026
2,10,2056,1,262.4605,5.69,0.0024,0.003
2,10,2056,2,256.2166,6.5981,0.0008,0.002
2,10,2056,3,262.3096,5.2224,0.0008,0.0017
2,10,2056,4,267.7278,4.5741,0.0009,0.0019
2,10,2056,5,276.9514,3.9295,0.0009,0.0024
2,10,2056,6,283.6451,2.7621,0.0016,0.0031
2,10,2056,7,285.5247,1.4875,0.0025,0.004
2,10,2056,8,283.3763,1.7881,0.0034,0.0045
2,10,2056,9,280.0801,2.3765,0.0019,0.003
2,10,2056,10,276.1249,3.2668,0.0028,0.0036
2,10,2056,11,267.322,3.4794,0.0033,0.0042
2,10,2056,12,263.0456,4.8781,0.0013,0.002
2,10,2057,1,260.7628,7.5564,0.0013,0.002
2,10,2057,2,262.683,4.227,0.0009,0.0013
2,10,2057,3,263.3928,3.7681,0.0004,0.0008
2,10,2057,4,266.6596,5.1678,0.0005,0.0012
2,10,2057,5,275.5585,2.479,0.0015,0.0024
2,10,2057,6,280.9543,2.1869,0.0021,0.0034
2,10,2057,7,284.5843,1.9029,0.0033,0.005
2,10,2057,8,284.4117,1.5055,0.0031,0.0041
2,10,2057,9,281.6638,2.0717,0.0022,0.0028
2,10,2057,10,275.0886,2.8756,0.0017,0.0026
2,10,2057,11,267.752,4.6893,0.003,0.0042
2,10,2057,12,265.4864,4.9411,0.0012,0.0023
2,10,2058,1,254.788,4.1051,0.0005,0.001
2,10,2058,2,258.5001,7.9997,0.0014,0.0026
2,10,2058,3,260.1219,5.529,0.0011,0.0025
2,10,2058,4,268.6813,6.0695,0.0009,0.0018
2,10,2058,5,279.1449,2.5769,0.0011,0.0017
2,10,2058,6,282.9542,2.1732,0.0017,0.003
2,10,2058,7,287.5837,1.9464,0.0021,0.0032
2,10,2058,8,286.418,1.5149,0.0017,0.0026
2,10,2058,9,280.4919,2.9218,0.0033,0.0043
2,10,2058,10,274.4421,3.9617,0.0027,0.0039
2,10,2058,11,265.2542,3.3568,0.0014,0.0024
2,10,2058,12,266.7613,4.3338,0.0019,0.0027
2,10,2059,1,262.0306,6.4745,0.0013,0.0019
2,10,2059,2,264.108,5.3212,0.0015,0.0023
2,10,2059,3,265.2345,3.5778,0.0006,0.0014
2,10,2059,4,271.4447,2.7084,0.0008,0.0017
2,10,2059,5,277.094,2.4977,0.0007,0.0015
2,10,2059,6,281.8249,2.396,0.0016,0.0026
2,10,2059,7,285.3786,2.1316,0.0023,0.0039
2,10,2059,8,284.5438,2.7024,0.0023,0.0033
2,10,2059,9,281.2809,2.8227,0.0017,0.0034
2,10,2059,10,272.7764,2.4816,0.0021,0.0038
2,10,2059,11,269.1049,3.3686,0.0023,0.0029
2,10,2059,12,265.9017,4.2072,0.0022,0.0026
2,10,2060,1,258.6207,5.5081,0.0011,0.002
2,10,2060,2,259.1049,8.018,0.0008,0.0017
2,10,2060,3,263.4945,4.9106,0.0006,0.0014
2,10,2060,4,269.2899,5.253,0.0005,0.0012
2,10,2060,5,275.469,3.048,0.001,0.0021
2,10,2060,6,281.8254,1.7493,0.0017,0.0027
2,10,2060,7,286.0706,1.6137,0.0021,0.0038
2,10,2060,8,285.9883,1.3608,0.0022,0.0036
2,10,2060,9,282.3213,2.9908,0.0029,0.0053
2,10,2060,10,274.3556,1.8365,0.0015,0.0028
2,10,2060,11,264.78,5.5267,0.0017,0.0026
2,10,2060,12,264.3225,4.8548,0.002,0.0032
2,10,2091,1,267.5715,3.6564,0.0017,0.0026
2,10,2091,2,266.4665,4.7163,0.0015,0.0023
2,10,2091,3,268.5777,3.4362,0.0013,0.0026
2,10,2091,4,273.0614,2.5978,0.0015,0.0023
2,10,2091,5,278.4965,2.9269,0.0011,0.002
2,10,2091,6,285.5676,2.7509,0.0022,0.0045
2,10,2091,7,288.7547,2.3137,0.0026,0.0048
2,10,2091,8,286.9683,1.491,0.0035,0.0056
2,10,2091,9,284.1859,2.7887,0.0022,0.0035
2,10,2091,10,275.5821,3.1306,0.0024,0.0042
2,10,2091,11,272.1827,2.1431,0.0016,0.0024
2,10,2091,12,270.3776,2.7205,0.0028,0.0039
2,10,2092,1,268.2378,4.2285,0.0025,0.0034
2,10,2092,2,267.8252,4.8099,0.0018,0.0033
2,10,2092,3,270.4619,2.151,0.0012,0.0019
2,10,2092,4,271.1066,3.7552,0.0007,0.0013
2,10,2092,5,277.3736,4.7827,0.0016,0.0031
2,10,2092,6,283.7505,1.4638,0.002,0.0032
2,10,2092,7,287.6309,1.509,0.002,0.0033
2,10,2092,8,288.3936,1.7765,0.0011,0.0022
2,10,2092,9,284.3998,1.622,0.0028,0.0041
2,10,2092,10,278.262,2.3237,0.0025,0.0036
2,10,2092,11,271.7343,2.189,0.0037,0.0054
2,10,2092,12,272.3653,2.0548,0.0034,0.0044
2,10,2093,1,263.3872,3.1681,0.0012,0.0014
2,10,2093,2,267.5393,3.953,0.0014,0.002
2,10,2093,3,268.4169,3.2288,0.0017,0.0028
2,10,2093,4,272.8301,2.7519,0.0017,0.003
2,10,2093,5,278.4016,3.6378,0.0017,0.0029
2,10,2093,6,283.5277,1.8455,0.0022,0.0035
2,10,2093,7,287.8957,1.9833,0.0026,0.0034
2,10,2093,8,285.6237,2.0106,0.0026,0.0046
2,10,2093,9,284.4011,2.218,0.0019,0.0026
2,10,2093,10,277.1028,2.7086,0.0025,0.0033
2,10,2093,11,269.6298,2.8736,0.0017,0.0028
2,10,2093,12,269.3257,3.1658,0.0033,0.0044
2,10,2094,1,268.4965,3.8499,0.0022,0.0033
2,10,2094,2,267.185,5.2004,0.0014,0.0024
2,10,2094,3,265.4261,2.7901,0.0011,0.0021
2,10,2094,4,272.5329,4.0224,0.0005,0.0009
2,10,2094,5,279.5031,2.0198,0.0009,0.0016
2,10,2094,6,285.0949,2.5933,0.0018,0.0024
2,10,2094,7,287.4987,1.4896,0.003,0.0044
2,10,2094,8,287.2641,1.6713,0.0035,0.0052
2,10,2094,9,282.6765,2.3524,0.0028,0.0051
2,10,2094,10,276.2403,2.0946,0.0022,0.0041
2,10,2094,11,268.0732,3.3548,0.0031,0.0049
2,10,2094,12,266.6367,3.8116,0.0012,0.0021
2,10,2095,1,263.8635,4.2933,0.0011,0.0019
2,10,2095,2,264.2567,3.9896,0.0019,0.0028
2,10,2095,3,266.8885,4.2988,0.0014,0.0027
2,10,2095,4,272.5784,3.6387,0.0011,0.0023
2,10,2095,5,277.1956,1.8985,0.0013,0.0023
2,10,2095,6,283.301,2.6552,0.0015,0.0025
2,10,2095,7,285.5006,1.7017,0.0033,0.0053
2,10,2095,8,286.0288,2.361,0.0028,0.0039
2,10,2095,9,283.1525,1.5075,0.0022,0.0046
2,10,2095,10,273.352,3.2135,0.0021,0.0036
2,10,2095,11,268.2822,3.2193,0.0019,0.0033
2,10,2095,12,267.1761,3.3312,0.0022,0.0027
2,10,2096,1,265.5194,5.1704,0.0013,0.0021
2,10,2096,2,263.4522,5.9493,0.0011,0.0018
2,10,2096,3,267.089,3.7476,0.0005,0.0014
2,10,2096,4,272.6926,4.4523,0.0005,0.0012
2,10,2096,5,278.8731,3.2172,0.001,0.0022
2,10,2096,6,285.58,2.0651,0.0017,0.0034
2,10,2096,7,288.1617,1.8135,0.0021,0.0032
2,10,2096,8,285.877,1.474,0.0045,0.0058
2,10,2096,9,283.9395,1.8274,0.0036,0.0056
2,10,2096,10,277.9194,2.3079,0.0022,0.0029
2,10,2096,11,268.8041,3.7237,0.0026,0.0039
2,10,2096,12,266.0476,3.9619,0.0019,0.0033
2,10,2097,1,261.5599,4.5969,0.0007,0.0021
2,10,2097,2,259.2891,6.3777,0.001,0.0018
2,10,2097,3,265.1245,3.683,0.0008,0.0023
2,10,2097,4,270.0271,2.4762,0.0007,0.0014
2,10,2097,5,279.5938,3.529,0.0004,0.001
2,10,2097,6,282.4023,1.3558,0.0033,0.0052
2,10,2097,7,284.5954,1.877,0.0041,0.0075
2,10,2097,8,284.5427,1.725,0.0026,0.0041
2,10,2097,9,281.6478,2.5529,0.0045,0.0064
2,10,2097,10,276.9796,2.9761,0.004,0.0044
2,10,2097,11,268.1375,2.5515,0.0021,0.0031
2,10,2097,12,265.5221,3.3733,0.0011,0.0017
2,10,2098,1,264.6094,5.2787,0.0014,0.0024
2,10,2098,2,265.0622,4.7295,0.0013,0.0019
2,10,2098,3,268.2789,3.1128,0.0008,0.0017
2,10,2098,4,270.7416,4.1388,0.0012,0.0027
2,10,2098,5,278.4469,2.4288,0.001,0.0019
2,10,2098,6,283.9772,2.7348,0.0012,0.0019
2,10,2098,7,286.4626,1.4313,0.0019,0.0029
2,10,2098,8,285.1031,1.7216,0.0031,0.0047
2,10,2098,9,283.7263,2.0994,0.0042,0.0062
2,10,2098,10,277.1121,4.1823,0.0018,0.0035
2,10,2098,11,268.4018,2.5719,0.0023,0.0037
2,10,2098,12,268.2561,3.9306,0.0016,0.0022
2,10,2099,1,267.3367,3.3619,0.0012,0.0016
2,10,2099,2,269.2835,3.3297,0.002,0.0026
2,10,2099,3,270.4997,2.8379,0.001,0.0014
2,10,2099,4,275.4916,1.5334,0.0011,0.0018
2,10,2099,5,280.1949,2.8987,0.0011,0.0021
2,10,2099,6,286.868,3.2257,0.0021,0.0044
2,10,2099,7,290.0974,1.8001,0.0038,0.0067
2,10,2099,8,288.6004,2.289,0.0026,0.0041
2,10,2099,9,283.4041,2.5895,0.0024,0.0047
2,10,2099,10,276.3787,3.4193,0.0016,0.0033
2,10,2099,11,272.2512,2.7227,0.0035,0.0046
2,10,2099,12,272.8936,1.8826,0.0022,0.0032
2,10,2100,1,269.413,2.5048,0.0012,0.0017
2,10,2100,2,267.1517,5.0168,0.0019,0.0025
2,10,2100,3,270.5732,2.3259,0.0017,0.0025
2,10,2100,4,271.4095,4.2472,0.0013,0.0023
2,10,2100,5,279.4229,3.9754,0.0009,0.0017
2,10,2100,6,285.2903,2.0293,0.0012,0.0021
2,10,2100,7,288.0912,1.6245,0.003,0.0046
2,10,2100,8,287.1692,1.1634,0.0021,0.0044
2,10,2100,9,284.4717,1.8135,0.0028,0.0047
2,10,2100,10,274.0705,3.1268,0.0017,0.0025
2,10,2100,11,268.5944,3.35,0.002,0.0033
2,10,2100,12,270.0954,3.5154,0.0017,0.0023
2,11,2051,1,253.1619,7.4576,0.001,0.0024
2,11,2051,2,257.0617,6.4289,0.0018,0.0032
2,11,2051,3,258.8673,6.3446,0.0006,0.0013
2,11,2051,4,266.63,5.3695,0.0005,0.0015
2,11,2051,5,276.4496,3.433,0.0008,0.0017
2,11,2051,6,283.1207,2.649,0.0016,0.0025
2,11,2051,7,284.8025,2.0416,0.0023,0.0034
